time,confidence,label
2023-02-08-16-01-07,0.1852910816669464,Power Tool
2023-02-08-16-01-15,0.0028250254690647125,Sewing Machine
2023-02-08-16-01-12,0.25237134099006653,Power Tool
2023-02-08-16-01-02,0.4010559320449829,Rail Transport
2023-02-08-16-01-14,0.016113031655550003,Engine
2023-02-08-16-01-24,0.39089083671569824,Rail Transport
2023-02-08-16-01-14,0.006157242693006992,Power Tool
2023-02-08-16-01-20,0.5457662343978882,Rail Transport
2023-02-08-16-01-24,0.4789751470088959,Rail Transport
2023-02-08-16-01-16,0.01864653080701828,Sewing Machine
2023-02-08-16-01-22,0.45247882604599,Rail Transport
2023-02-08-16-01-05,0.44524186849594116,Engine
2023-02-08-16-01-14,0.004981286358088255,Power Tool
2023-02-08-16-01-06,0.31998157501220703,Engine
2023-02-08-16-00-59,0.11191558092832565,Door
2023-02-08-16-01-07,0.08278162777423859,Blender
2023-02-08-16-01-17,0.004687319044023752,Power Tool
2023-02-08-16-00-57,0.42601278424263,Rail Transport
2023-02-08-16-01-09,0.1357179880142212,Engine
2023-02-08-16-01-02,0.3798794746398926,Rail Transport
2023-02-08-16-01-15,0.0021102880127727985,Sewing Machine
2023-02-08-16-01-06,0.24262496829032898,Power Tool
2023-02-08-16-01-30,0.35603994131088257,Rail Transport
2023-02-08-16-01-05,0.029785454273223877,Blender
2023-02-08-16-00-58,0.3813549280166626,Rail Transport
2023-02-08-16-01-04,0.044260554015636444,Rail Transport
2023-02-08-16-01-25,0.3891671597957611,Rail Transport
2023-02-08-16-00-58,0.30785563588142395,Rail Transport
2023-02-08-16-01-06,0.11862362921237946,Power Tool
2023-02-08-16-01-05,0.05527053028345108,Blender
2023-02-08-16-00-59,0.1769508421421051,Rail Transport
2023-02-08-16-01-05,0.3166070878505707,Power Tool
2023-02-08-16-01-05,0.15346655249595642,Power Tool
2023-02-08-16-01-16,0.009831026196479797,Power Tool
2023-02-08-16-01-08,0.02510462887585163,Engine
2023-02-08-16-01-08,0.05949202552437782,Engine
2023-02-08-16-01-22,0.41509073972702026,Rail Transport
2023-02-08-16-01-17,0.004298943094909191,Sewing Machine
2023-02-08-16-01-00,0.09014008194208145,Rail Transport
2023-02-08-16-01-07,0.500281572341919,Engine
2023-02-08-16-01-06,0.17224858701229095,Power Tool
2023-02-08-16-01-09,0.22928568720817566,Power Tool
2023-02-08-16-01-02,0.05978376790881157,Door
2023-02-08-16-01-02,0.035632677376270294,Door
2023-02-08-16-01-18,0.009440640918910503,Sewing Machine
2023-02-08-16-01-07,0.007531303446739912,Rail Transport
2023-02-08-16-01-14,0.43621325492858887,Sewing Machine
2023-02-08-16-01-11,0.6442344188690186,Engine
2023-02-08-16-01-03,0.36836472153663635,Rail Transport
2023-02-08-16-01-01,0.3062395751476288,Rail Transport
2023-02-08-16-01-14,0.021446920931339264,Engine
2023-02-08-16-01-00,0.052289899438619614,Door
2023-02-08-16-01-29,0.2921854257583618,Rail Transport
2023-02-08-16-01-29,0.25191810727119446,Rail Transport
2023-02-08-16-00-59,0.07870777696371078,Door
2023-02-08-16-00-59,0.09780364483594894,Rail Transport
2023-02-08-16-00-59,0.2724730670452118,Rail Transport
2023-02-08-16-01-02,0.41416481137275696,Rail Transport
2023-02-08-16-01-12,0.13943463563919067,Power Tool
2023-02-08-16-01-15,0.011002803221344948,Power Tool
2023-02-08-16-00-59,0.22101810574531555,Rail Transport
2023-02-08-16-01-29,0.2963702380657196,Rail Transport
2023-02-08-16-01-01,0.09997367113828659,Door
2023-02-08-16-01-04,0.5701784491539001,Power Tool
2023-02-08-16-00-59,0.05514690279960632,Door
2023-02-08-16-01-08,0.11044355481863022,Engine
2023-02-08-16-01-02,0.0277858953922987,Door
2023-02-08-16-01-10,0.27735984325408936,Power Tool
2023-02-08-16-01-09,0.32357925176620483,Power Tool
2023-02-08-16-01-05,0.0006293341284617782,Rail Transport
2023-02-08-16-01-07,0.07918142527341843,Blender
2023-02-08-16-01-05,0.09853368252515793,Power Tool
2023-02-08-16-01-08,0.024104250594973564,Blender
2023-02-08-16-01-02,0.04258464649319649,Door
2023-02-08-16-01-15,0.013992858119308949,Power Tool
2023-02-08-16-01-09,0.1499597281217575,Engine
2023-02-08-16-01-06,0.004268194083124399,Rail Transport
2023-02-08-16-01-08,0.5081303715705872,Power Tool
2023-02-08-16-01-11,0.1818615198135376,Power Tool
2023-02-08-16-01-08,0.21168427169322968,Engine
2023-02-08-16-01-15,0.02415348030626774,Engine
2023-02-08-16-01-05,0.023115921765565872,Blender
2023-02-08-16-01-15,0.010527953505516052,Power Tool
2023-02-08-16-01-07,0.3929829001426697,Engine
2023-02-08-16-01-06,0.43096762895584106,Engine
2023-02-08-16-01-01,0.06315409392118454,Door
2023-02-08-16-00-58,0.07364020496606827,Rail Transport
2023-02-08-16-01-28,0.5347011685371399,Rail Transport
2023-02-08-16-00-58,0.5672965049743652,Rail Transport
2023-02-08-16-01-11,0.3685692548751831,Engine
2023-02-08-16-01-21,0.36091893911361694,Rail Transport
2023-02-08-16-01-00,0.47942107915878296,Rail Transport
2023-02-08-16-00-58,0.3700847029685974,Rail Transport
2023-02-08-16-01-17,0.005398780107498169,Power Tool
2023-02-08-16-01-11,0.13062766194343567,Power Tool
2023-02-08-16-01-05,0.002273062476888299,Rail Transport
2023-02-08-16-01-07,0.006742290686815977,Rail Transport
2023-02-08-16-01-13,0.21658532321453094,Power Tool
2023-02-08-16-01-05,0.002025847090408206,Rail Transport
2023-02-08-16-01-06,0.008316077291965485,Rail Transport
2023-02-08-16-01-12,0.22138483822345734,Engine
2023-02-08-16-01-08,0.0541849248111248,Blender
2023-02-08-16-01-13,0.2825224995613098,Power Tool
2023-02-08-16-01-26,0.4118657410144806,Rail Transport
2023-02-08-16-01-17,0.010714753530919552,Sewing Machine
2023-02-08-16-01-07,0.21632158756256104,Power Tool
2023-02-08-16-01-26,0.5493852496147156,Rail Transport
2023-02-08-16-01-09,0.16624344885349274,Engine
2023-02-08-16-01-22,0.3335394561290741,Rail Transport
2023-02-08-16-01-07,0.38564246892929077,Engine
2023-02-08-16-01-14,0.00505476538091898,Sewing Machine
2023-02-08-16-01-18,0.003919810056686401,Sewing Machine
2023-02-08-16-01-17,0.007383550517261028,Sewing Machine
2023-02-08-16-01-07,0.42328426241874695,Engine
2023-02-08-16-01-07,0.43993517756462097,Engine
2023-02-08-16-01-27,0.5805642008781433,Rail Transport
2023-02-08-16-00-59,0.030515410006046295,Door
2023-02-08-16-01-06,0.022282663732767105,Blender
2023-02-08-16-01-08,0.01592983864247799,Rail Transport
2023-02-08-16-01-00,0.07464880496263504,Door
2023-02-08-16-01-12,0.1349458247423172,Engine
2023-02-08-16-00-58,0.25178492069244385,Door
2023-02-08-16-01-28,0.29440799355506897,Rail Transport
2023-02-08-16-01-23,0.3611721396446228,Rail Transport
2023-02-08-16-01-02,0.3203817307949066,Rail Transport
2023-02-08-16-01-00,0.05445876717567444,Door
2023-02-08-16-01-04,0.7221124172210693,Blender
2023-02-08-16-01-28,0.4183513820171356,Rail Transport
2023-02-08-16-01-07,0.44629353284835815,Power Tool
2023-02-08-16-01-17,0.007493333891034126,Power Tool
2023-02-08-16-01-07,0.25739529728889465,Power Tool
2023-02-08-16-01-04,0.0022387434728443623,Rail Transport
2023-02-08-16-01-06,0.3185219466686249,Engine
2023-02-08-16-01-12,0.15026922523975372,Engine
2023-02-08-16-01-24,0.3990301489830017,Rail Transport
2023-02-08-16-01-12,0.13872481882572174,Power Tool
2023-02-08-16-01-04,0.9669952392578125,Blender
2023-02-08-16-01-18,0.007312446366995573,Power Tool
2023-02-08-16-01-12,0.13062435388565063,Engine
2023-02-08-16-01-13,0.8900521993637085,Sewing Machine
2023-02-08-16-01-11,0.21955129504203796,Engine
2023-02-08-16-01-17,0.005156268831342459,Power Tool
2023-02-08-16-01-12,0.18752765655517578,Power Tool
2023-02-08-16-01-14,0.022987129166722298,Engine
2023-02-08-16-01-14,0.014275745488703251,Engine
2023-02-08-16-01-09,0.017897402867674828,Engine
2023-02-08-16-01-02,0.24160297214984894,Rail Transport
2023-02-08-16-01-25,0.35950350761413574,Rail Transport
2023-02-08-16-01-04,0.005980927962809801,Rail Transport
2023-02-08-16-01-06,0.18471255898475647,Power Tool
2023-02-08-16-01-02,0.3668738007545471,Rail Transport
2023-02-08-16-01-16,0.035762250423431396,Power Tool
2023-02-08-16-01-28,0.33251824975013733,Rail Transport
2023-02-08-16-01-08,0.30133166909217834,Power Tool
2023-02-08-16-01-10,0.312333881855011,Engine
2023-02-08-16-01-27,0.4741842746734619,Rail Transport
2023-02-08-16-01-10,0.5879966020584106,Engine
2023-02-08-16-01-16,0.027711106464266777,Sewing Machine
2023-02-08-16-01-09,0.08713284879922867,Power Tool
2023-02-08-16-01-14,0.007944508455693722,Sewing Machine
2023-02-08-16-01-13,0.006619147025048733,Engine
2023-02-08-16-01-05,0.25081729888916016,Power Tool
2023-02-08-16-01-08,0.01165419165045023,Engine
2023-02-08-16-01-17,0.004231234081089497,Power Tool
2023-02-08-16-01-15,0.010246987454593182,Power Tool
2023-02-08-16-01-06,0.26765701174736023,Engine
2023-02-08-16-01-23,0.26774489879608154,Rail Transport
2023-02-08-16-01-16,0.012084061279892921,Power Tool
2023-02-08-16-01-15,0.15545795857906342,Engine
2023-02-08-16-01-11,0.16642926633358002,Power Tool
2023-02-08-16-01-05,0.5983956456184387,Engine
2023-02-08-16-01-12,0.1574634462594986,Power Tool
2023-02-08-16-01-05,0.0035731939133256674,Rail Transport
2023-02-08-16-01-04,0.0034411929082125425,Rail Transport
2023-02-08-16-01-07,0.05905322730541229,Blender
2023-02-08-16-01-24,0.38582247495651245,Rail Transport
2023-02-08-16-01-00,0.43142765760421753,Rail Transport
2023-02-08-16-01-01,0.3991014063358307,Rail Transport
2023-02-08-16-01-02,0.05489166080951691,Door
2023-02-08-16-01-15,0.040075305849313736,Engine
2023-02-08-16-01-26,0.4292090833187103,Rail Transport
2023-02-08-16-01-22,0.355331689119339,Rail Transport
2023-02-08-16-01-13,0.0014166636392474174,Engine
2023-02-08-16-01-12,0.12371205538511276,Engine
2023-02-08-16-01-11,0.4788135588169098,Engine
2023-02-08-16-01-01,0.4524881839752197,Rail Transport
2023-02-08-16-01-10,0.30878743529319763,Engine
2023-02-08-16-01-21,0.44127821922302246,Rail Transport
2023-02-08-16-01-20,0.6269356608390808,Rail Transport
2023-02-08-16-01-08,0.05197785049676895,Blender
2023-02-08-16-01-23,0.38823285698890686,Rail Transport
2023-02-08-16-01-13,0.9622552990913391,Sewing Machine
2023-02-08-16-00-58,0.17717348039150238,Door
2023-02-08-16-01-06,0.035966068506240845,Blender
2023-02-08-16-01-17,0.010609368793666363,Sewing Machine
2023-02-08-16-01-08,0.023831188678741455,Engine
2023-02-08-16-01-15,0.002109277294948697,Sewing Machine
2023-02-08-16-01-12,0.20326338708400726,Engine
2023-02-08-16-01-16,0.00772350188344717,Power Tool
2023-02-08-16-01-05,0.003226961474865675,Rail Transport
2023-02-08-16-01-07,0.06199603155255318,Blender
2023-02-08-16-01-06,0.008851838298141956,Rail Transport
2023-02-08-16-01-01,0.0544666163623333,Door
2023-02-08-16-01-13,0.015981264412403107,Engine
2023-02-08-16-01-12,0.2018265426158905,Power Tool
2023-02-08-16-01-03,0.4156705141067505,Rail Transport
2023-02-08-16-01-09,0.21310089528560638,Power Tool
2023-02-08-16-00-58,0.1372239887714386,Door
2023-02-08-16-01-18,0.0089270556345582,Power Tool
2023-02-08-16-01-14,0.003693842329084873,Power Tool
2023-02-08-16-00-57,0.67325758934021,Rail Transport
2023-02-08-16-01-16,0.014342259615659714,Sewing Machine
2023-02-08-16-00-58,0.515227735042572,Rail Transport
2023-02-08-16-01-20,0.5421581864356995,Rail Transport
2023-02-08-16-01-00,0.06905150413513184,Door
2023-02-08-16-01-13,0.030454978346824646,Engine
2023-02-08-16-01-23,0.24974149465560913,Rail Transport
2023-02-08-16-01-18,0.007442695554345846,Sewing Machine
2023-02-08-16-01-21,0.3232201039791107,Rail Transport
2023-02-08-16-01-06,0.0056393761187791824,Rail Transport
2023-02-08-16-01-17,0.011475745588541031,Sewing Machine
2023-02-08-16-01-26,0.6038467884063721,Rail Transport
2023-02-08-16-01-03,0.04555694758892059,Door
2023-02-08-16-01-23,0.26167234778404236,Rail Transport
2023-02-08-16-01-24,0.44173765182495117,Rail Transport
2023-02-08-16-01-07,0.5379889011383057,Engine
2023-02-08-16-01-11,0.19003869593143463,Power Tool
2023-02-08-16-01-15,0.0027017747052013874,Sewing Machine
2023-02-08-16-01-11,0.14862938225269318,Power Tool
2023-02-08-16-01-09,0.13196687400341034,Engine
2023-02-08-16-01-06,0.04011637717485428,Blender
2023-02-08-16-01-29,0.3945324718952179,Rail Transport
2023-02-08-16-01-14,0.004752307664602995,Power Tool
2023-02-08-16-01-01,0.331398606300354,Rail Transport
2023-02-08-16-01-15,0.009397316724061966,Power Tool
2023-02-08-16-01-06,0.036646340042352676,Blender
2023-02-08-16-01-28,0.43049877882003784,Rail Transport
2023-02-08-16-01-02,0.07080895453691483,Door
2023-02-08-16-00-59,0.1946277767419815,Rail Transport
2023-02-08-16-01-21,0.4303664565086365,Rail Transport
2023-02-08-16-01-05,0.1415882408618927,Blender
2023-02-08-16-01-06,0.16204753518104553,Power Tool
2023-02-08-16-01-14,0.0054033962078392506,Sewing Machine
2023-02-08-16-01-05,0.06837902963161469,Power Tool
2023-02-08-16-01-00,0.3306128978729248,Rail Transport
2023-02-08-16-01-13,0.556204617023468,Sewing Machine
2023-02-08-16-01-08,0.08237003535032272,Blender
2023-02-08-16-01-10,0.3737415373325348,Power Tool
2023-02-08-16-01-03,0.03896673023700714,Door
2023-02-08-16-01-27,0.49777349829673767,Rail Transport
2023-02-08-16-01-06,0.03164077550172806,Blender
2023-02-08-16-01-17,0.007091994863003492,Sewing Machine
2023-02-08-16-01-10,0.5171179175376892,Engine
2023-02-08-16-01-16,0.004131648223847151,Sewing Machine
2023-02-08-16-01-03,0.4932631850242615,Rail Transport
2023-02-08-16-01-04,0.023977898061275482,Rail Transport
2023-02-08-16-01-15,0.011642015539109707,Sewing Machine
2023-02-08-16-01-05,0.0014881158713251352,Rail Transport
2023-02-08-16-01-12,0.22519788146018982,Power Tool
2023-02-08-16-01-06,0.19272950291633606,Power Tool
2023-02-08-16-01-05,0.04917895421385765,Blender
2023-02-08-16-00-59,0.14208093285560608,Rail Transport
2023-02-08-16-01-07,0.08061628043651581,Blender
2023-02-08-16-01-07,0.02136051282286644,Rail Transport
2023-02-08-16-01-27,0.6392090916633606,Rail Transport
2023-02-08-16-01-29,0.40438854694366455,Rail Transport
2023-02-08-16-01-10,0.3121940493583679,Power Tool
2023-02-08-16-01-14,0.011711032129824162,Sewing Machine
2023-02-08-16-01-13,0.006054121069610119,Engine
2023-02-08-16-01-17,0.005926645826548338,Sewing Machine
2023-02-08-16-01-14,0.014721584506332874,Engine
2023-02-08-16-00-57,0.521539032459259,Rail Transport
2023-02-08-16-01-06,0.0054680220782756805,Rail Transport
2023-02-08-16-01-25,0.44064611196517944,Rail Transport
2023-02-08-16-01-11,0.21860451996326447,Engine
2023-02-08-16-01-17,0.007716160733252764,Power Tool
2023-02-08-16-01-06,0.05075468122959137,Blender
2023-02-08-16-01-08,0.2049677073955536,Power Tool
2023-02-08-16-01-22,0.34655946493148804,Rail Transport
2023-02-08-16-01-15,0.012893038801848888,Power Tool
2023-02-08-16-01-00,0.19254398345947266,Rail Transport
2023-02-08-16-01-00,0.04413197934627533,Door
2023-02-08-16-01-10,0.20949064195156097,Power Tool
2023-02-08-16-01-14,0.007962864823639393,Sewing Machine
2023-02-08-16-01-20,0.6189357042312622,Rail Transport
2023-02-08-16-01-07,0.24092993140220642,Power Tool
2023-02-08-16-01-18,0.0059064896777272224,Power Tool
2023-02-08-16-01-14,0.009068550541996956,Sewing Machine
2023-02-08-16-01-07,0.0857381671667099,Blender
2023-02-08-16-01-21,0.4975566267967224,Rail Transport
2023-02-08-16-01-10,0.29916343092918396,Engine
2023-02-08-16-01-22,0.3310847282409668,Rail Transport
