time,confidence,label
2023-02-08-15-53-00,0.011410832405090332,Power Tool
2023-02-08-15-52-58,0.09506577253341675,Engine
2023-02-08-15-52-51,0.6527214050292969,Drill
2023-02-08-15-53-03,0.0018665118841454387,Hedge Trimmer
2023-02-08-15-53-00,0.04155312478542328,Engine
2023-02-08-15-53-00,0.6530644297599792,Sewing Machine
2023-02-08-15-52-54,0.06273896992206573,Drill
2023-02-08-15-53-03,0.00328692514449358,Drill
2023-02-08-15-53-01,0.005453015211969614,Drill
2023-02-08-15-53-00,0.21112556755542755,Power Tool
2023-02-08-15-52-54,0.07441955804824829,Drill
2023-02-08-15-53-02,0.0005692155100405216,Hedge Trimmer
2023-02-08-15-52-59,0.08785340934991837,Hedge Trimmer
2023-02-08-15-52-53,0.07332094758749008,Drill
2023-02-08-15-53-02,0.004446500912308693,Drill
2023-02-08-15-53-02,0.06802989542484283,Engine
2023-02-08-15-52-46,0.5075726509094238,Rail Transport
2023-02-08-15-52-57,0.535130500793457,Engine
2023-02-08-15-52-53,0.1489141285419464,Power Tool
2023-02-08-15-52-58,0.8080092668533325,Hedge Trimmer
2023-02-08-15-52-59,0.3776337206363678,Engine
2023-02-08-15-52-59,0.05877775326371193,Engine
2023-02-08-15-53-06,0.22104644775390625,Rail Transport
2023-02-08-15-52-53,0.06990788131952286,Drill
2023-02-08-15-53-03,0.007072619628161192,Sewing Machine
2023-02-08-15-52-51,0.7122446298599243,Drill
2023-02-08-15-52-54,0.14146284759044647,Power Tool
2023-02-08-15-52-52,0.0892297625541687,Drill
2023-02-08-15-52-59,0.7873523235321045,Sewing Machine
2023-02-08-15-53-04,0.012795704416930676,Sewing Machine
2023-02-08-15-52-53,0.004678253550082445,Rail Transport
2023-02-08-15-52-54,0.14340028166770935,Power Tool
2023-02-08-15-52-59,0.025269536301493645,Engine
2023-02-08-15-53-00,0.013699248433113098,Sewing Machine
2023-02-08-15-53-00,0.005749423522502184,Drill
2023-02-08-15-52-52,0.0052779484540224075,Rail Transport
2023-02-08-15-52-53,0.164181649684906,Power Tool
2023-02-08-15-52-50,0.10896719992160797,Rail Transport
2023-02-08-15-52-54,0.09948156028985977,Power Tool
2023-02-08-15-52-54,0.003412934485822916,Rail Transport
2023-02-08-15-52-50,0.4140707850456238,Rail Transport
2023-02-08-15-52-51,0.002568864729255438,Rail Transport
2023-02-08-15-53-00,0.4358501732349396,Power Tool
2023-02-08-15-53-02,0.0649816170334816,Engine
2023-02-08-15-52-51,0.5624050498008728,Drill
2023-02-08-15-52-51,0.0008492646156810224,Rail Transport
2023-02-08-15-52-53,0.16056497395038605,Power Tool
2023-02-08-15-53-04,0.009061381220817566,Drill
2023-02-08-15-53-03,0.05076682195067406,Engine
2023-02-08-15-53-02,0.002388900611549616,Hedge Trimmer
2023-02-08-15-52-49,0.16305214166641235,Rail Transport
2023-02-08-15-52-47,0.3846507668495178,Rail Transport
2023-02-08-15-52-49,0.14180390536785126,Rail Transport
2023-02-08-15-53-01,0.03475704789161682,Engine
2023-02-08-15-53-01,0.023026231676340103,Engine
2023-02-08-15-53-01,0.05224187672138214,Engine
2023-02-08-15-53-02,0.014202363789081573,Power Tool
2023-02-08-15-52-59,0.1270383894443512,Hedge Trimmer
2023-02-08-15-52-58,0.20008833706378937,Engine
2023-02-08-15-53-04,0.015583331696689129,Power Tool
2023-02-08-15-53-00,0.08778776228427887,Engine
2023-02-08-15-53-01,0.000916577409952879,Hedge Trimmer
2023-02-08-15-52-52,0.06625635176897049,Drill
2023-02-08-15-53-00,0.013563936576247215,Power Tool
2023-02-08-15-52-54,0.0036931056529283524,Rail Transport
2023-02-08-15-52-51,0.0021967075299471617,Rail Transport
2023-02-08-15-53-01,0.009830060414969921,Power Tool
2023-02-08-15-53-04,0.009858133271336555,Drill
2023-02-08-15-53-02,0.016373608261346817,Power Tool
2023-02-08-15-52-53,0.0035543632693588734,Rail Transport
2023-02-08-15-52-46,0.4319183826446533,Rail Transport
2023-02-08-15-52-47,0.14995796978473663,Rail Transport
2023-02-08-15-52-48,0.2927379012107849,Rail Transport
2023-02-08-15-52-51,0.000316828751238063,Rail Transport
2023-02-08-15-52-48,0.23636314272880554,Rail Transport
2023-02-08-15-53-02,0.01151389442384243,Power Tool
2023-02-08-15-52-52,0.0037974072620272636,Rail Transport
2023-02-08-15-53-00,0.005120276007801294,Drill
2023-02-08-15-53-02,0.00930472370237112,Sewing Machine
2023-02-08-15-52-59,0.5471419095993042,Engine
2023-02-08-15-53-00,0.0009793899953365326,Hedge Trimmer
2023-02-08-15-53-02,0.002630829345434904,Drill
2023-02-08-15-52-54,0.15526673197746277,Power Tool
2023-02-08-15-52-54,0.0816713497042656,Drill
2023-02-08-15-52-47,0.17215511202812195,Rail Transport
2023-02-08-15-53-01,0.013937755487859249,Power Tool
2023-02-08-15-52-52,0.16818296909332275,Power Tool
2023-02-08-15-52-48,0.3472473621368408,Rail Transport
2023-02-08-15-52-49,0.2665507197380066,Rail Transport
2023-02-08-15-53-01,0.01954958401620388,Sewing Machine
2023-02-08-15-53-07,0.2802213132381439,Rail Transport
2023-02-08-15-52-58,0.5257750153541565,Hedge Trimmer
2023-02-08-15-52-58,0.32950469851493835,Hedge Trimmer
2023-02-08-15-53-03,0.046696294099092484,Engine
2023-02-08-15-52-53,0.004719029646366835,Rail Transport
2023-02-08-15-52-51,0.0016601611860096455,Rail Transport
2023-02-08-15-52-51,0.7424531579017639,Power Tool
2023-02-08-15-53-01,0.018853530287742615,Power Tool
2023-02-08-15-53-02,0.01528258342295885,Sewing Machine
2023-02-08-15-53-02,0.038189902901649475,Engine
2023-02-08-15-53-02,0.008953511714935303,Drill
2023-02-08-15-53-02,0.004285390954464674,Drill
2023-02-08-15-53-01,0.013930069282650948,Sewing Machine
2023-02-08-15-53-00,0.0027167147491127253,Hedge Trimmer
2023-02-08-15-53-07,0.2520793378353119,Rail Transport
2023-02-08-15-52-51,0.014083760790526867,Rail Transport
2023-02-08-15-52-53,0.0033579517621546984,Rail Transport
2023-02-08-15-53-02,0.09488020092248917,Engine
2023-02-08-15-53-03,0.0474848672747612,Engine
2023-02-08-15-53-02,0.00906455796211958,Power Tool
2023-02-08-15-53-03,0.007723451126366854,Sewing Machine
2023-02-08-15-52-50,0.05075308680534363,Rail Transport
2023-02-08-15-53-00,0.08925595134496689,Hedge Trimmer
2023-02-08-15-53-07,0.2545086145401001,Rail Transport
2023-02-08-15-53-03,0.008181820623576641,Sewing Machine
2023-02-08-15-52-52,0.15760909020900726,Power Tool
2023-02-08-15-52-58,0.7341669797897339,Hedge Trimmer
2023-02-08-15-52-58,0.15508684515953064,Engine
2023-02-08-15-52-47,0.16865600645542145,Rail Transport
2023-02-08-15-53-07,0.2997533679008484,Rail Transport
2023-02-08-15-52-53,0.12387258559465408,Power Tool
2023-02-08-15-52-51,0.11985328793525696,Drill
2023-02-08-15-52-51,0.5819501876831055,Power Tool
2023-02-08-15-52-57,0.25379958748817444,Engine
2023-02-08-15-52-59,0.14062994718551636,Hedge Trimmer
2023-02-08-15-52-48,0.2660940885543823,Rail Transport
2023-02-08-15-53-02,0.0030918370466679335,Hedge Trimmer
2023-02-08-15-53-06,0.3157830238342285,Rail Transport
2023-02-08-15-53-01,0.012615690939128399,Sewing Machine
2023-02-08-15-52-55,0.03739267960190773,Drill
2023-02-08-15-52-48,0.26380622386932373,Rail Transport
2023-02-08-15-53-02,0.0064205629751086235,Drill
2023-02-08-15-52-58,0.3088085651397705,Engine
2023-02-08-15-52-59,0.19974012672901154,Engine
2023-02-08-15-53-06,0.20660176873207092,Rail Transport
2023-02-08-15-52-46,0.45165324211120605,Rail Transport
2023-02-08-15-52-55,0.03486395627260208,Power Tool
2023-02-08-15-52-54,0.0025505339726805687,Rail Transport
2023-02-08-15-52-50,0.5046860575675964,Rail Transport
2023-02-08-15-53-01,0.0013073761947453022,Hedge Trimmer
2023-02-08-15-52-54,0.11269163340330124,Power Tool
2023-02-08-15-53-02,0.002424550009891391,Hedge Trimmer
